"Exposure","Province.Territory","Proportion"
"Any oysters","AB",3.56503513851627
"Any oysters","SK",2.80505461324405
"Any oysters","MB",2.02772147411639
"Any oysters","ON",2.67682470047167
"Any oysters","QC",4.38856453647736
"Any oysters","NB",2.98505828139366
"Any oysters","NS",2.57190200753691
"Any oysters","PE",5.41760289164941
"Any oysters","NL",0.632681594612001
"Any oysters","YT",2.67221507714704
"Any oysters","NT",4.43257485121385
"Any oysters","NU",4.85258320827509
"Any oysters","Canada",3.39497048666082
"Raw oysters","BC",1.45879974210852
"Raw oysters","AB",0.4794337128609
"Raw oysters","SK",0.0651511296012334
"Raw oysters","MB",0.852596502073419
"Raw oysters","ON",1.28592310798347
"Raw oysters","QC",2.55667774855577
"Raw oysters","NB",1.66092491046281
"Raw oysters","NS",1.02456208743431
"Raw oysters","PE",4.02290655662195
"Raw oysters","NL",0.184537538721812
"Raw oysters","YT",1.78888959894245
"Raw oysters","NT",0.948620103892262
"Raw oysters","NU",0.522096964872852
"Raw oysters","Canada",1.45244457141421
"Scallops*","BC",3.1
"Scallops*","AB",1.8
"Scallops*","SK",1.7
"Scallops*","MB",2.2
"Scallops*","ON",2.4
"Scallops*","QC",6.2
"Scallops*","NB",7.1
"Scallops*","NS",5.9
"Scallops*","PE",7.7
"Scallops*","NL",5
"Scallops*","YT",3.4
"Scallops*","NT",5.3
"Scallops*","NU",0.9
"Scallops*","Canada",3.5
"Crab*","BC",4.1
"Crab*","AB",2.3
"Crab*","SK",1.4
"Crab*","MB",3.3
"Crab*","ON",2.5
"Crab*","QC",3.5
"Crab*","NB",1.1
"Crab*","NS",2.1
"Crab*","PE",1.8
"Crab*","NL",2.3
"Crab*","YT",3.5
"Crab*","NT",0.8
"Crab*","NU",0.5
"Crab*","Canada",2.9
"Lobster*","BC",2
"Lobster*","AB",2.3
"Lobster*","SK",0.5
"Lobster*","MB",0.8
"Lobster*","ON",2.8
"Lobster*","QC",1.4
"Lobster*","NB",6.2
"Lobster*","NS",8.9
"Lobster*","PE",9.9
"Lobster*","NL",3.2
"Lobster*","YT",0.5
"Lobster*","NT",3
"Lobster*","NU",2.2
"Lobster*","Canada",2.4
"Any eggs","BC",88.6175146848491
"Any eggs","AB",86.4881831589764
"Any eggs","SK",87.1897919333082
"Any eggs","MB",86.5267639070205
"Any eggs","ON",88.4696205073343
"Any eggs","QC",88.5231278871352
"Any eggs","NB",84.923944995631
"Any eggs","NS",89.0002568927846
"Any eggs","PE",84.4845398594452
"Any eggs","NL",88.4893770906965
"Any eggs","YT",88.5953264230943
"Any eggs","NT",88.3450661401885
"Any eggs","NU",91.7698165285599
"Any eggs","Canada",88.0914425053494
"Raw or undercooked eggs","BC",25.8254807644892
"Raw or undercooked eggs","AB",25.5984215178176
"Raw or undercooked eggs","SK",22.9444319784371
"Raw or undercooked eggs","MB",24.2797698647121
"Raw or undercooked eggs","ON",23.5883576203013
"Raw or undercooked eggs","QC",32.1776150017973
"Raw or undercooked eggs","NB",25.1690929108543
"Raw or undercooked eggs","NS",25.6276739579741
"Raw or undercooked eggs","PE",22.1796303891732
"Raw or undercooked eggs","NL",26.4230364121553
"Raw or undercooked eggs","YT",26.9710429457151
"Raw or undercooked eggs","NT",37.4716500159525
"Raw or undercooked eggs","NU",37.8096194150877
"Raw or undercooked eggs","Canada",26.2796676122654
"Ice cream","BC",58.2093239625882
"Ice cream","AB",60.2404954595444
"Ice cream","SK",59.6264056161676
"Ice cream","MB",54.1524679952404
"Ice cream","ON",57.55166479316
"Ice cream","QC",52.5408382308157
"Ice cream","NB",57.6527318986542
"Ice cream","NS",55.9077716289655
"Ice cream","PE",69.0280795765819
"Ice cream","NL",63.2182002375629
"Ice cream","YT",55.511136383592
"Ice cream","NT",48.2557948450199
"Ice cream","NU",51.2293299459289
"Ice cream","Canada",56.798434276812
"Desserts containing milk or cream","BC",42.4557043556
"Desserts containing milk or cream","AB",45.4252561792213
"Desserts containing milk or cream","SK",48.6220000200584
"Desserts containing milk or cream","MB",41.1926906638299
"Desserts containing milk or cream","ON",46.1942192194104
"Desserts containing milk or cream","QC",48.9369110741847
"Desserts containing milk or cream","NB",45.8608522390802
"Desserts containing milk or cream","NS",37.3360347872504
"Desserts containing milk or cream","PE",42.2125544450032
"Desserts containing milk or cream","NL",56.5276749139801
"Desserts containing milk or cream","YT",39.4891372631947
"Desserts containing milk or cream","NT",39.7757434064967
"Desserts containing milk or cream","NU",34.3473039472278
"Desserts containing milk or cream","Canada",45.989120407024
"Unpasteurized dairy milk (not including cheese)","BC",3.8212678144302
"Unpasteurized dairy milk (not including cheese)","AB",3.09109829395159
"Unpasteurized dairy milk (not including cheese)","SK",4.4192049074541
"Unpasteurized dairy milk (not including cheese)","MB",5.47103181749449
"Unpasteurized dairy milk (not including cheese)","ON",4.42467988804889
"Unpasteurized dairy milk (not including cheese)","QC",4.82436272525359
"Unpasteurized dairy milk (not including cheese)","NB",4.9363772562651
"Unpasteurized dairy milk (not including cheese)","NS",7.10621375265002
"Unpasteurized dairy milk (not including cheese)","PE",2.75952489558655
"Unpasteurized dairy milk (not including cheese)","NL",5.90200524929519
"Unpasteurized dairy milk (not including cheese)","YT",4.36276589880537
"Unpasteurized dairy milk (not including cheese)","NT",10.0939124434757
"Unpasteurized dairy milk (not including cheese)","NU",4.40609891357442
"Unpasteurized dairy milk (not including cheese)","Canada",4.42462588622968
"Yogurt","BC",66.284113844758
"Yogurt","AB",65.5058436363044
"Yogurt","SK",64.134441486902
"Yogurt","MB",60.551846712252
"Yogurt","ON",66.0545131851436
"Yogurt","QC",71.5917303547523
"Yogurt","NB",64.4075822756958
"Yogurt","NS",63.5048063648697
"Yogurt","PE",63.1098032508626
"Yogurt","NL",68.3692759756625
"Yogurt","YT",72.5104942757373
"Yogurt","NT",65.8798218155694
"Yogurt","NU",67.349715432714
"Yogurt","Canada",66.9784279137467
"Pasteurized dairy milk*","BC",78.1
"Pasteurized dairy milk*","AB",73.5
"Pasteurized dairy milk*","SK",71.8
"Pasteurized dairy milk*","MB",77.3
"Pasteurized dairy milk*","ON",72
"Pasteurized dairy milk*","QC",76.8
"Pasteurized dairy milk*","NB",77
"Pasteurized dairy milk*","NS",77.2
"Pasteurized dairy milk*","PE",74.5
"Pasteurized dairy milk*","NL",81
"Pasteurized dairy milk*","YT",71.5
"Pasteurized dairy milk*","NT",69.8
"Pasteurized dairy milk*","NU",65.7
"Pasteurized dairy milk*","Canada",74.7
"Powdered milk product*","BC",3.1
"Powdered milk product*","AB",4.6
"Powdered milk product*","SK",3.6
"Powdered milk product*","MB",2.7
"Powdered milk product*","ON",2.6
"Powdered milk product*","QC",1.4
"Powdered milk product*","NB",1.3
"Powdered milk product*","NS",0.8
"Powdered milk product*","PE",1.4
"Powdered milk product*","NL",4.7
"Powdered milk product*","YT",6.7
"Powdered milk product*","NT",3.2
"Powdered milk product*","NU",13.3
"Powdered milk product*","Canada",2.6
"Whipped/whipping cream*","BC",21.7
"Whipped/whipping cream*","AB",15.9
"Whipped/whipping cream*","SK",13.3
"Whipped/whipping cream*","MB",17.8
"Whipped/whipping cream*","ON",13.1
"Whipped/whipping cream*","QC",14.4
"Whipped/whipping cream*","NB",11.9
"Whipped/whipping cream*","NS",12.7
"Whipped/whipping cream*","PE",10.4
"Whipped/whipping cream*","NL",17.6
"Whipped/whipping cream*","YT",23.7
"Whipped/whipping cream*","NT",11.4
"Whipped/whipping cream*","NU",20.4
"Whipped/whipping cream*","Canada",15
"Sour cream*","BC",31.1
"Sour cream*","AB",29.9
"Sour cream*","SK",30.3
"Sour cream*","MB",34.5
"Sour cream*","ON",21.8
"Sour cream*","QC",15.9
"Sour cream*","NB",20.1
"Sour cream*","NS",27.5
"Sour cream*","PE",21.4
"Sour cream*","NL",24.8
"Sour cream*","YT",40.3
"Sour cream*","NT",21.6
"Sour cream*","NU",13.8
"Sour cream*","Canada",23.4
"Any cheese","BC",88.8902115482598
"Any cheese","AB",89.6041806799785
"Any cheese","SK",89.6710394328891
"Any cheese","MB",88.5235873485162
"Any cheese","ON",88.3559921861117
"Any cheese","QC",92.5142890919703
"Any cheese","NB",92.4154424968372
"Any cheese","NS",88.3762121248923
"Any cheese","PE",89.5037192745838
"Any cheese","NL",91.4804336931723
"Any cheese","YT",91.5301679381266
"Any cheese","NT",92.6122174226805
"Any cheese","NU",88.9990553413586
"Any cheese","Canada",89.7284844324112
"Gouda","BC",15.3504310513778
"Gouda","AB",15.1986246532663
"Gouda","SK",10.1318607587807
"Gouda","MB",10.5715852181984
"Gouda","ON",13.5970926455067
"Gouda","QC",14.963292613336
"Gouda","NB",9.69402719324537
"Gouda","NS",6.67392312533838
"Gouda","PE",4.28155130168841
"Gouda","NL",8.25241989781067
"Gouda","YT",17.8401346784213
"Gouda","NT",9.86486140366973
"Gouda","NU",2.84671538780327
"Gouda","Canada",13.7368816192816
"Feta","BC",33.2467437053363
"Feta","AB",24.525552903721
"Feta","SK",28.2103388385422
"Feta","MB",31.3550654620349
"Feta","ON",32.0700999778534
"Feta","QC",29.8921368718971
"Feta","NB",21.7354627398811
"Feta","NS",23.0000041375505
"Feta","PE",17.3383827123857
"Feta","NL",20.7950204520488
"Feta","YT",35.1634481570308
"Feta","NT",37.0854771230502
"Feta","NU",21.5042725961764
"Feta","Canada",30.0378307164039
"Brie, camembert or other soft cheese","BC",23.2650025370299
"Brie, camembert or other soft cheese","AB",17.028896565561
"Brie, camembert or other soft cheese","SK",13.1496723053543
"Brie, camembert or other soft cheese","MB",14.2009987501537
"Brie, camembert or other soft cheese","ON",22.5110754018241
"Brie, camembert or other soft cheese","QC",35.8387296776876
"Brie, camembert or other soft cheese","NB",16.4219814769993
"Brie, camembert or other soft cheese","NS",11.9111360521547
"Brie, camembert or other soft cheese","PE",16.3877682360453
"Brie, camembert or other soft cheese","NL",15.1356373507897
"Brie, camembert or other soft cheese","YT",23.9928921059009
"Brie, camembert or other soft cheese","NT",19.0650808952685
"Brie, camembert or other soft cheese","NU",14.7041673811776
"Brie, camembert or other soft cheese","Canada",24.0739476389031
"Cheese made from goats milk","BC",12.321023791542
"Cheese made from goats milk","AB",8.35907737529955
"Cheese made from goats milk","SK",7.04476642460224
"Cheese made from goats milk","MB",7.69472083721444
"Cheese made from goats milk","ON",14.0144604613132
"Cheese made from goats milk","QC",12.965966588755
"Cheese made from goats milk","NB",6.60939251188567
"Cheese made from goats milk","NS",8.36983680991725
"Cheese made from goats milk","PE",5.40236919632007
"Cheese made from goats milk","NL",10.7270721460277
"Cheese made from goats milk","YT",20.2467642228322
"Cheese made from goats milk","NT",13.2195032460842
"Cheese made from goats milk","NU",12.1735861805856
"Cheese made from goats milk","Canada",12.0856340687611
"Any cheese made with unpasteurized milk","BC",4.77228310085776
"Any cheese made with unpasteurized milk","AB",5.80760749857625
"Any cheese made with unpasteurized milk","SK",4.52040116387687
"Any cheese made with unpasteurized milk","MB",5.29830491277381
"Any cheese made with unpasteurized milk","ON",4.67040868013786
"Any cheese made with unpasteurized milk","QC",7.21428915611069
"Any cheese made with unpasteurized milk","NB",3.14575916074015
"Any cheese made with unpasteurized milk","NS",4.29977137769115
"Any cheese made with unpasteurized milk","PE",1.76596284889739
"Any cheese made with unpasteurized milk","NL",6.59805310075268
"Any cheese made with unpasteurized milk","YT",7.39645039440299
"Any cheese made with unpasteurized milk","NT",12.196957830573
"Any cheese made with unpasteurized milk","NU",0.4766205634425
"Any cheese made with unpasteurized milk","Canada",5.41784305229894
"Cheddar*","BC",75.5
"Cheddar*","AB",76.8
"Cheddar*","SK",72.3
"Cheddar*","MB",75.9
"Cheddar*","ON",69.1
"Cheddar*","QC",74
"Cheddar*","NB",68.6
"Cheddar*","NS",76.3
"Cheddar*","PE",78.3
"Cheddar*","NL",73.3
"Cheddar*","YT",83
"Cheddar*","NT",67.2
"Cheddar*","NU",58.2
"Cheddar*","Canada",72.6
"Mozzarella*","BC",43.4
"Mozzarella*","AB",45
"Mozzarella*","SK",43.8
"Mozzarella*","MB",52.2
"Mozzarella*","ON",45.1
"Mozzarella*","QC",54
"Mozzarella*","NB",48.6
"Mozzarella*","NS",56
"Mozzarella*","PE",48.9
"Mozzarella*","NL",51.9
"Mozzarella*","YT",47.1
"Mozzarella*","NT",44.5
"Mozzarella*","NU",45.5
"Mozzarella*","Canada",47.6
"Parmesan*","BC",47
"Parmesan*","AB",40
"Parmesan*","SK",33.8
"Parmesan*","MB",42
"Parmesan*","ON",41.9
"Parmesan*","QC",35
"Parmesan*","NB",37.3
"Parmesan*","NS",39.7
"Parmesan*","PE",38.7
"Parmesan*","NL",32.2
"Parmesan*","YT",39.8
"Parmesan*","NT",39.3
"Parmesan*","NU",34.3
"Parmesan*","Canada",40.1
"Other cheeses sold as blocks/wheels*","BC",28.9
"Other cheeses sold as blocks/wheels*","AB",24
"Other cheeses sold as blocks/wheels*","SK",20.8
"Other cheeses sold as blocks/wheels*","MB",20.9
"Other cheeses sold as blocks/wheels*","ON",22.8
"Other cheeses sold as blocks/wheels*","QC",32.6
"Other cheeses sold as blocks/wheels*","NB",21.4
"Other cheeses sold as blocks/wheels*","NS",13.1
"Other cheeses sold as blocks/wheels*","PE",21
"Other cheeses sold as blocks/wheels*","NL",17.8
"Other cheeses sold as blocks/wheels*","YT",23.8
"Other cheeses sold as blocks/wheels*","NT",18.1
"Other cheeses sold as blocks/wheels*","NU",13.7
"Other cheeses sold as blocks/wheels*","Canada",25.5
"Processed cheese*","BC",27.4
"Processed cheese*","AB",34.1
"Processed cheese*","SK",44.4
"Processed cheese*","MB",41.7
"Processed cheese*","ON",33.6
"Processed cheese*","QC",42.5
"Processed cheese*","NB",46.8
"Processed cheese*","NS",39.6
"Processed cheese*","PE",30.2
"Processed cheese*","NL",44.6
"Processed cheese*","YT",18.7
"Processed cheese*","NT",29.9
"Processed cheese*","NU",38.1
"Processed cheese*","Canada",36.1
"Blue-veined cheese*","BC",8.6
"Blue-veined cheese*","AB",3.6
"Blue-veined cheese*","SK",2.5
"Blue-veined cheese*","MB",2.5
"Blue-veined cheese*","ON",5.6
"Blue-veined cheese*","QC",6.1
"Blue-veined cheese*","NB",2.5
"Blue-veined cheese*","NS",7.2
"Blue-veined cheese*","PE",0.7
"Blue-veined cheese*","NL",2.3
"Blue-veined cheese*","YT",4.4
"Blue-veined cheese*","NT",4.2
"Blue-veined cheese*","NU",2.1
"Blue-veined cheese*","Canada",5.6
"Cottage, ricotta or other fresh cheese*","BC",12.4
"Cottage, ricotta or other fresh cheese*","AB",13.8
"Cottage, ricotta or other fresh cheese*","SK",18.1
"Cottage, ricotta or other fresh cheese*","MB",14.6
"Cottage, ricotta or other fresh cheese*","ON",13.7
"Cottage, ricotta or other fresh cheese*","QC",13.4
"Cottage, ricotta or other fresh cheese*","NB",6.4
"Cottage, ricotta or other fresh cheese*","NS",6.8
"Cottage, ricotta or other fresh cheese*","PE",5.3
"Cottage, ricotta or other fresh cheese*","NL",4.9
"Cottage, ricotta or other fresh cheese*","YT",14.6
"Cottage, ricotta or other fresh cheese*","NT",7.9
"Cottage, ricotta or other fresh cheese*","NU",7
"Cottage, ricotta or other fresh cheese*","Canada",13.1
"Goat/sheep milk cheese*","BC",6
"Goat/sheep milk cheese*","AB",5.6
"Goat/sheep milk cheese*","SK",4
"Goat/sheep milk cheese*","MB",3.1
"Goat/sheep milk cheese*","ON",11.4
"Goat/sheep milk cheese*","QC",9.4
"Goat/sheep milk cheese*","NB",5.8
"Goat/sheep milk cheese*","NS",5.5
"Goat/sheep milk cheese*","PE",5.1
"Goat/sheep milk cheese*","NL",2.5
"Goat/sheep milk cheese*","YT",11.3
"Goat/sheep milk cheese*","NT",6.7
"Goat/sheep milk cheese*","NU",6.5
"Goat/sheep milk cheese*","Canada",8.6
"Non-dairy milk","BC",25.040545598145
"Non-dairy milk","AB",20.7461467016165
"Non-dairy milk","SK",14.3574131993504
"Non-dairy milk","MB",18.6243012860423
"Non-dairy milk","ON",21.1758801368368
"Non-dairy milk","QC",23.817385592927
"Non-dairy milk","NB",19.5113325478448
"Non-dairy milk","NS",20.3811534562108
"Non-dairy milk","PE",14.6092115810586
"Non-dairy milk","NL",17.0622695909466
"Non-dairy milk","YT",21.8483658972701
"Non-dairy milk","NT",10.200991398089
"Non-dairy milk","NU",13.3891971539025
"Non-dairy milk","Canada",21.8064726393305
"Other non-dairy products/substitutes","BC",17.0454971298829
"Other non-dairy products/substitutes","AB",15.102312403088
"Other non-dairy products/substitutes","SK",15.8841708941688
"Other non-dairy products/substitutes","MB",14.4244631685422
"Other non-dairy products/substitutes","ON",14.5694196650066
"Other non-dairy products/substitutes","QC",20.2246421744402
"Other non-dairy products/substitutes","NB",15.0286122153504
"Other non-dairy products/substitutes","NS",13.2885925646034
"Other non-dairy products/substitutes","PE",12.7935031582551
"Other non-dairy products/substitutes","NL",16.7209057927608
"Other non-dairy products/substitutes","YT",13.3852973265898
"Other non-dairy products/substitutes","NT",16.1611564660734
"Other non-dairy products/substitutes","NU",15.193721904912
"Other non-dairy products/substitutes","Canada",16.3185205288127
"Any wheat flour","BC",70.7695898917244
"Any wheat flour","AB",72.7497142154966
"Any wheat flour","SK",73.2780566922794
"Any wheat flour","MB",72.9433048154205
"Any wheat flour","ON",69.6223865143753
"Any wheat flour","QC",62.6750860052035
"Any wheat flour","NB",66.0461309587351
"Any wheat flour","NS",71.0003354308104
"Any wheat flour","PE",66.457289470385
"Any wheat flour","NL",70.7165574718444
